Date,LLOY_Open,LLOY_High,LLOY_Low,LLOY_Close,LLOY_Change,LLOY_Percent,LSE_Price,LSE_Open,LSE_High,LSE_Low,LSE_Change,LSE_Percent,2 MYYC,10 MYYC,2s10s
17-Feb-20,56.669998,57.209999,56.529999,56.869999,-0.0035,-0.3517,8300.00,8272.00,8322.00,8194.00,0.0097,0.9700,0.51,0.62,0.1101
18-Feb-20,56.200001,56.990002,55.880001,55.880001,0.0057,0.5727,8350.00,8234.00,8382.00,8172.00,0.0060,0.6000,0.52,0.65,0.1274
19-Feb-20,56.200001,56.400002,55.630001,55.779999,0.0075,0.7530,8542.00,8390.00,8566.00,8336.00,0.0230,2.3000,0.51,0.63,0.1248
20-Feb-20,55.990002,58.130001,55.91,56.549999,-0.0099,-0.9903,8416.00,8582.00,8628.00,8416.00,-0.0148,-1.4800,0.52,0.65,0.1318
21-Feb-20,55.68,56.060001,55.169998,55.349998,0.0060,0.5962,8422.00,8416.00,8538.00,8380.00,0.0007,0.0700,0.50,0.63,0.1274
24-Feb-20,53.880001,54.380001,52.299999,53.110001,0.0145,1.4498,8300.00,8380.00,8384.00,8156.00,-0.0145,-1.4500,0.49,0.62,0.1218
25-Feb-20,53.52,53.848,51.98,52.009998,0.0290,2.9033,8072.00,8344.00,8421.00,8058.00,-0.0275,-2.7500,0.48,0.59,0.1069
26-Feb-20,52.099998,52.32,51.02,51.91,0.0037,0.3660,8076.00,7908.00,8076.00,7576.00,0.0005,0.0500,0.47,0.57,0.0941
27-Feb-20,51.169998,51.290001,49.580002,50.349998,0.0163,1.6286,7810.00,7966.00,8068.00,7736.00,-0.0329,-3.2900,0.44,0.54,0.0952
28-Feb-20,48.794998,50.5,47.881001,50.200001,-0.0280,-2.7988,7576.00,7730.00,7778.00,7420.00,-0.0300,-3.0000,0.41,0.50,0.0917
2-Mar-20,51.490002,52.069,48.632999,49.540001,0.0394,3.9362,7888.00,7824.00,7954.00,7658.00,0.0412,4.1200,0.40,0.50,0.1000
3-Mar-20,50.509998,50.799999,48.544998,48.674999,0.0377,3.7699,7864.00,7910.00,8090.00,7864.00,-0.0030,-0.3000,0.36,0.46,0.1022
4-Mar-20,48.005001,49.146,47.68,48.365002,-0.0074,-0.7443,7994.00,7910.00,7994.00,7808.00,0.0165,1.6500,0.34,0.43,0.0978
5-Mar-20,48.365002,48.556999,46.205002,47,0.0290,2.9043,8030.00,8094.00,8120.00,7862.00,0.0045,0.4500,0.29,0.41,0.1138
6-Mar-20,45.459999,46.66,44.846001,45.68,-0.0048,-0.4816,7592.00,7884.00,7938.00,7536.00,-0.0545,-5.4500,0.25,0.39,0.1389
9-Mar-20,40.75,44.014,39.367001,41.235001,-0.0118,-1.1762,7246.00,7402.00,7414.00,7064.00,-0.0456,-4.5600,0.21,0.37,0.1554
10-Mar-20,42.290001,45,41.59,42.535,-0.0058,-0.5760,7036.00,7332.00,7490.00,7036.00,-0.0290,-2.9000,0.17,0.33,0.1626
11-Mar-20,42.639999,44.210999,41.625,42.119999,0.0123,1.2346,7036.00,7320.00,7320.00,6994.60,0.0000,0.0000,0.09,0.20,0.1101
12-Mar-20,39.860001,41.165001,36.610001,36.994999,0.0774,7.7443,6356.00,6706.00,6746.00,6138.00,-0.0966,-9.6600,0.11,0.16,0.0497
13-Mar-20,38.544998,40.133999,37.080002,37.889999,0.0173,1.7287,6794.00,6582.00,7068.00,6480.00,0.0689,6.8900,0.16,0.22,0.0631
16-Mar-20,35.5,35.962002,32.200001,35.110001,0.0111,1.1108,6312.00,6250.00,6368.00,5734.00,-0.0709,-7.0900,0.15,0.29,0.1336
17-Mar-20,36,36.554001,31.6,35.32,0.0193,1.9253,6174.00,6504.00,6550.00,5926.00,-0.0219,-2.1900,0.22,0.28,0.0639
18-Mar-20,33.625,34.435001,32.150002,33.634998,-0.0003,-0.0297,5806.00,5996.00,6016.00,5300.00,-0.0596,-5.9600,0.28,0.40,0.1211
19-Mar-20,33.279999,34.217999,30.700001,32.375,0.0280,2.7954,5928.00,5818.00,6178.00,5736.00,0.0210,2.1000,0.31,0.48,0.1710
20-Mar-20,33.75,34.544998,31.4,32.099998,0.0514,5.1402,6220.00,6218.00,6518.00,6076.00,0.0493,4.9300,0.31,0.55,0.2412
23-Mar-20,29.950001,31.990999,29.816999,30.57,-0.0203,-2.0281,6252.00,6008.00,6382.00,5818.00,0.0051,0.5100,0.33,0.81,0.4768
24-Mar-20,31.370001,33.645,30.75,33.645,-0.0676,-6.7618,6902.00,6400.00,7100.00,6290.00,0.1040,10.4000,0.23,0.83,0.5987
25-Mar-20,35.240002,38.492001,33,36.73,-0.0406,-4.0566,7368.00,7108.00,7768.00,6938.00,0.0675,6.7500,0.10,0.53,0.4239
26-Mar-20,35.139999,37.939999,34.400002,37.560001,-0.0644,-6.4430,7326.00,7166.00,7504.00,7060.00,-0.0057,-0.5700,0.05,0.39,0.3397
27-Mar-20,35.5,36.977001,33.52,34.395,0.0321,3.2127,6948.00,7154.00,7252.00,6794.00,-0.0516,-5.1600,0.11,0.44,0.3361
30-Mar-20,34.134998,36.977001,32.389999,33.5,0.0190,1.8955,7322.00,6892.00,7334.00,6716.00,0.0538,5.3800,0.10,0.43,0.3318
31-Mar-20,32.009998,36.977001,31.715,32,0.0003,0.0312,7280.00,7290.00,7406.00,7076.00,-0.0057,-0.5700,0.11,0.37,0.2545
1-Apr-20,30,31,28.209999,28.27,0.0612,6.1196,7070.00,7044.00,7186.00,6864.00,-0.0288,-2.8800,0.12,0.34,0.2225
2-Apr-20,27.945,29.799999,27.829,28.905001,-0.0332,-3.3212,6736.00,7118.00,7142.00,6496.00,-0.0472,-4.7200,0.11,0.31,0.1974
3-Apr-20,28.485001,28.858999,27.700001,27.725,0.0274,2.7412,7200.00,6802.00,7222.00,6702.00,0.0689,6.8900,0.14,0.36,0.2220
6-Apr-20,28.525,29.940001,28.148001,29.940001,-0.0473,-4.7261,7064.00,7332.00,7533.30,6804.00,-0.0189,-1.8900,0.11,0.32,0.2010
7-Apr-20,30.639999,32.325001,30.25,31.219999,-0.0186,-1.8578,7180.00,7274.00,7426.00,7006.00,0.0164,1.6400,0.11,0.34,0.2244
8-Apr-20,30.014999,31.860001,29.913,31.860001,-0.0579,-5.7910,7126.00,7096.00,7234.00,6972.00,-0.0075,-0.7500,0.10,0.32,0.2279
9-Apr-20,32.099998,35.355,32.02,33.389999,-0.0386,-3.8634,7232.00,7182.00,7262.00,6968.00,0.0149,1.4900,0.11,0.34,0.2337
14-Apr-20,33.014999,33.400002,31.705,31.785,0.0387,3.8697,7244.00,7314.00,7368.00,7179.00,0.0017,0.1700,0.15,0.40,0.2448
15-Apr-20,31.434999,31.690001,29.68,29.745001,0.0568,5.6816,7064.00,7150.00,7230.00,6982.00,-0.0248,-2.4800,0.12,0.38,0.2660
16-Apr-20,29.725,30.9,29.135,29.434999,0.0099,0.9852,7262.00,7110.00,7320.00,7034.00,0.0280,2.8000,0.05,0.31,0.2613
17-Apr-20,30.25,31.299999,29.889999,30.450001,-0.0066,-0.6568,7482.00,7436.00,7592.00,7346.00,0.0303,3.0300,,,0.0000
20-Apr-20,30.65,30.941,29.6,30.120001,0.0176,1.7596,7542.00,7550.00,7633.40,7416.40,0.0080,0.8000,,,0.0000
21-Apr-20,29.299999,30.171,29.125,29.219999,0.0027,0.2738,7350.00,7516.00,7818.00,7350.00,-0.0255,-2.5500,0.08,0.33,0.2514
22-Apr-20,29.530001,30.18,29.4,29.915001,-0.0129,-1.2870,7622.00,7408.00,7654.00,7380.00,0.0370,3.7000,0.05,0.29,0.2443
23-Apr-20,29.945,30.424999,29.459999,30.424999,-0.0158,-1.5776,7560.00,7666.00,7712.00,7516.00,-0.0081,-0.8100,0.08,0.29,0.2149
24-Apr-20,29.65,30.35,25.674999,29.735001,-0.0029,-0.2859,7440.00,7552.00,7602.00,7432.00,-0.0159,-1.5900,0.10,0.29,0.1934
27-Apr-20,30.68,30.9,30,30.535,0.0047,0.4749,7486.00,7504.00,7580.00,7418.00,0.0062,0.6200,0.10,0.33,0.2237
28-Apr-20,30.58,35.759998,30.469999,33.244999,-0.0802,-8.0162,7488.00,7500.00,7566.00,7448.00,0.0003,0.0300,0.08,0.29,0.2135
29-Apr-20,33.200001,34.759998,32.759998,34.759998,-0.0449,-4.4879,7586.00,7458.00,7616.00,7442.00,0.0131,1.3100,0.09,0.32,0.2262
30-Apr-20,34.759998,34.929001,31.597,32.240002,0.0782,7.8164,7456.00,7640.00,7748.00,7432.00,-0.0171,-1.7100,0.08,0.30,0.2217
1-May-20,31.98,32.084,30.395,31.684999,0.0093,0.9310,7470.00,7338.00,7560.00,7302.00,0.0019,0.1900,0.08,0.30,0.2165
4-May-20,31.370001,31.445,30.35,30.6,0.0252,2.5163,7426.00,7486.00,7516.00,7328.00,-0.0059,-0.5900,0.09,0.32,0.2278
5-May-20,31,31.709999,30.323,30.58,0.0137,1.3734,7588.00,7552.00,7626.00,7450.00,0.0218,2.1800,0.07,0.30,0.2308
6-May-20,30.549999,30.754999,30.01,30.17,0.0126,1.2595,7676.00,7614.00,7676.00,7538.00,0.0116,1.1600,0.07,0.30,0.2348
7-May-20,30.1,31.285,30.02,31.285,-0.0379,-3.7878,7828.00,7696.00,7836.00,7672.00,0.0198,1.9800,0.03,0.24,0.2091
11-May-20,32.360001,32.395,30.18,30.415001,0.0639,6.3949,7956.00,7946.00,7982.00,7798.00,0.0164,1.6400,0.07,0.27,0.2019
12-May-20,30.365,30.75,29.885,29.885,0.0161,1.6062,8104.00,7944.00,8190.00,7886.00,0.0186,1.8600,0.05,0.24,0.1832
13-May-20,29.4,29.764999,28.905001,29.01,0.0134,1.3444,8044.00,8046.00,8186.00,7982.00,-0.0074,-0.7400,0.03,0.21,0.1795
14-May-20,28.5,28.780001,27.120001,28.615,-0.0040,-0.4019,7924.00,7998.00,8025.90,7852.00,-0.0149,-1.4900,0.04,0.24,0.2029
15-May-20,28.9,29.334,28.08,28.504999,0.0139,1.3857,8026.00,7962.00,8072.00,7880.00,0.0129,1.2900,0.02,0.25,0.2254
18-May-20,29,29.684999,28.18,29.684999,-0.0231,-2.3076,8290.00,8198.00,8312.00,8134.00,0.0329,3.2900,,,0.0000
19-May-20,30.385,30.566999,29.1,29.584999,0.0270,2.7041,8286.00,8380.00,8392.00,8194.00,-0.0005,-0.0500,0.03,0.28,0.2466
20-May-20,29.120001,30.059999,28.488001,29.865,-0.0249,-2.4946,8360.00,8266.00,8392.00,8124.00,0.0089,0.8900,0.01,0.26,0.2498
21-May-20,29.639999,29.666,28.389999,28.389999,0.0440,4.4030,8340.00,8310.00,8454.00,8260.00,-0.0024,-0.2400,0.01,0.24,0.2270
22-May-20,27.92,28.860001,27.6,28.120001,-0.0071,-0.7112,8432.00,8250.00,8490.00,8210.00,0.0110,1.1000,0.01,0.23,0.2196
26-May-20,29.325001,30.25,29,30.075001,-0.0249,-2.4938,8272.00,8542.00,8623.30,8190.30,-0.0190,-1.9000,0.03,0.25,0.2169
27-May-20,30.370001,32.044998,30.110001,31.815001,-0.0454,-4.5419,8010.00,8316.00,8398.00,7838.00,-0.0317,-3.1700,0.03,0.27,0.2403
28-May-20,32.384998,32.830002,30.965,31.379999,0.0320,3.2027,8232.00,8046.00,8330.00,8046.00,0.0277,2.7700,0.01,0.26,0.2573
29-May-20,30.885,31.065001,29.870001,29.870001,0.0340,3.3981,8030.00,8144.00,8232.00,7972.00,-0.0245,-2.4500,0.01,0.25,0.2410
1-Jun-20,30.504999,31.190001,30.275,30.860001,-0.0115,-1.1504,8126.00,8134.00,8170.00,8018.00,0.0120,1.2000,-0.03,0.19,0.2112
2-Jun-20,31.07,32.470001,30.77,31.93,-0.0269,-2.6934,8068.00,8178.00,8224.00,8050.00,-0.0071,-0.7100,-0.04,0.18,0.2168
3-Jun-20,32.595001,33.974998,32.439999,33.759998,-0.0345,-3.4508,8250.00,8086.00,8250.00,8000.00,0.0226,2.2600,,,0.0000
4-Jun-20,33.709999,34.099998,32.889999,33.884998,-0.0052,-0.5164,8270.00,8214.00,8371.10,8210.00,0.0024,0.2400,0.00,0.22,0.2230
5-Jun-20,34.509998,35.959999,34.209999,35.544998,-0.0291,-2.9118,8072.00,8304.00,8308.00,7970.00,-0.0239,-2.3900,-0.01,0.19,0.2026
8-Jun-20,35.200001,38.119999,35,36.880001,-0.0456,-4.5553,7910.00,8000.00,8042.00,7684.00,-0.0201,-2.0100,-0.01,0.20,0.2143
9-Jun-20,36.950001,37.301998,34.773998,35.224998,0.0490,4.8971,7838.00,7894.00,8028.00,7790.00,-0.0091,-0.9100,-0.03,0.18,0.2110
10-Jun-20,35.935001,36.970001,34.665001,35.02,0.0261,2.6128,8066.00,7864.00,8130.00,7850.00,0.0291,2.9100,0.01,0.23,0.2197
11-Jun-20,33.5,33.544998,32,32.044998,0.0454,4.5405,8094.00,8000.00,8250.00,7956.00,0.0035,0.3500,-0.01,0.23,0.2356
12-Jun-20,31.24,32.93,30.66,31.93,-0.0216,-2.1610,7962.00,8024.00,8082.00,7918.00,-0.0163,-1.6300,0.03,0.29,0.2666
15-Jun-20,30.445,32.939999,30.889999,31.530001,-0.0344,-3.4412,7968.00,7824.00,8026.00,7782.00,0.0008,0.0800,0.03,0.32,0.2919
16-Jun-20,32.935001,34.080002,32.360001,33.150002,-0.0065,-0.6486,8096.00,8114.00,8140.00,7992.10,0.0161,1.6100,0.03,0.37,0.3375
17-Jun-20,33.095001,33.735001,32.279999,32.575001,0.0160,1.5963,8122.00,8100.00,8200.00,8036.00,0.0032,0.3200,0.03,0.35,0.3211
18-Jun-20,32.235001,33.134998,31.895,32.43,-0.0060,-0.6013,8062.00,8144.00,8164.00,7970.00,-0.0074,-0.7400,0.02,0.33,0.3125
19-Jun-20,32.939999,32.939999,32.080002,32.235001,0.0219,2.1871,8238.00,8082.00,8248.00,8037.80,0.0218,2.1800,-0.02,0.27,0.2967
22-Jun-20,31.825001,32.209999,31.309999,31.645,0.0057,0.5688,8050.00,8148.00,8288.00,8050.00,-0.0228,-2.2800,-0.03,0.20,0.2309
23-Jun-20,31.865,32.952,31.76,32.744999,-0.0269,-2.6874,8366.00,8140.00,8366.00,8098.00,0.0393,3.9300,-0.02,0.22,0.2331
24-Jun-20,32.485001,33.154999,31.610001,31.610001,0.0277,2.7681,8014.00,8330.00,8346.00,8014.00,-0.0421,-4.2100,-0.01,0.22,0.2302
25-Jun-20,31.299999,31.9,30.514999,31.620001,-0.0101,-1.0120,8192.00,7974.00,8204.00,7946.00,0.0222,2.2200,-0.03,0.21,0.2397
26-Jun-20,32.07,32.18,30.993,31.084999,0.0317,3.1687,8358.00,8228.00,8434.00,8228.00,0.0203,2.0300,-0.04,0.20,0.2363
29-Jun-20,30.99,31.485001,30.4,31.254999,-0.0085,-0.8479,8362.00,8320.00,8414.00,8262.00,0.0005,0.0500,-0.02,0.24,0.2626
30-Jun-20,31.264999,31.58,30.639999,31.174999,0.0029,0.2887,8358.00,8420.00,8454.00,8272.00,-0.0005,-0.0500,-0.02,0.26,0.2794
1-Jul-20,31.17,31.35,30.469999,30.700001,0.0153,1.5309,8316.00,8360.00,8412.00,8210.00,-0.0050,-0.5000,-0.05,0.21,0.2638
2-Jul-20,31.16,32.084999,30.915001,31.85,-0.0217,-2.1664,8434.00,8406.00,8434.00,8300.00,0.0142,1.4200,-0.04,0.24,0.2787
3-Jul-20,31.785,32.040001,30.725,31.025,0.0245,2.4496,8466.00,8442.00,8550.00,8442.00,0.0038,0.3800,-0.06,0.21,0.2708
6-Jul-20,30.83,32,30.745001,31.205,-0.0120,-1.2017,8494.00,8584.00,8596.00,8412.00,0.0033,0.3300,-0.05,0.18,0.2339
7-Jul-20,30.9,31.389999,30.708,30.74,0.0052,0.5205,8288.00,8432.00,8494.00,8236.00,-0.0243,-2.4300,-0.05,0.19,0.2468
8-Jul-20,30.48,31.055,30.33,30.719999,-0.0078,-0.7812,8402.00,8280.00,8526.00,8242.00,0.0138,1.3800,-0.07,0.18,0.2505
9-Jul-20,31,31.110001,29.629999,29.735001,0.0425,4.2542,8426.00,8444.00,8538.00,8394.00,0.0029,0.2900,-0.07,0.19,0.2614
10-Jul-20,29.475,30.51,29.245001,30.455,-0.0322,-3.2179,8352.00,8392.00,8510.00,8352.00,-0.0088,-0.8800,-0.05,0.24,0.2871
13-Jul-20,31,31.27,30.280001,30.639999,0.0117,1.1749,8446.00,8438.00,8468.00,8306.00,0.0113,1.1300,-0.08,0.21,0.2853
14-Jul-20,30.120001,30.82,29.92,30.105,0.0005,0.0498,8312.00,8316.00,8382.00,8208.00,-0.0159,-1.5900,-0.07,0.21,0.2792
15-Jul-20,30.299999,30.485001,29.665001,30.385,-0.0028,-0.2797,8298.00,8348.00,8470.00,8284.00,-0.0017,-0.1700,-0.06,0.22,0.2788
16-Jul-20,30.235001,30.65,30.049999,30.530001,-0.0097,-0.9663,8290.00,8248.00,8356.00,8168.00,-0.0010,-0.1000,-0.06,0.20,0.2628
17-Jul-20,30.299999,30.700001,29.879999,30.565001,-0.0087,-0.8670,8400.00,8322.00,8430.00,8224.00,0.0133,1.3300,-0.06,0.20,0.2637
21-Jul-20,30.74,31.17,30.165001,30.504999,0.0077,0.7704,8478.00,8568.00,8608.00,8452.00,-0.0005,-0.0500,-0.08,0.18,0.2548
22-Jul-20,30.5,30.790001,30.045,30.32,0.0059,0.5937,8486.00,8540.00,8572.00,8436.00,0.0009,0.0900,-0.10,0.17,0.2665
23-Jul-20,30.43,30.530001,30,30.165001,0.0088,0.8785,8344.00,8500.00,8502.00,8320.00,-0.0167,-1.6700,-0.08,0.21,0.2951
24-Jul-20,30,30.235001,29.655001,29.695,0.0103,1.0271,8368.00,8234.00,8382.00,8130.00,0.0029,0.2900,-0.09,0.17,0.2610
27-Jul-20,29.684999,29.827,28.719999,28.9,0.0272,2.7163,8380.00,8374.00,8458.00,8340.00,0.0014,0.1400,-0.07,0.19,0.2645
28-Jul-20,28.875,29.23,28.559999,29.219999,-0.0118,-1.1807,8372.00,8426.00,8488.00,8336.00,-0.0010,-0.1000,-0.10,0.16,0.2544
29-Jul-20,29.450001,29.540001,28.295,28.365,0.0383,3.8251,8492.00,8434.00,8500.00,8388.00,0.0143,1.4300,-0.08,0.18,0.2665
30-Jul-20,27,27.608,25.709999,26.205,0.0303,3.0338,8346.00,8472.00,8528.00,8258.00,-0.0172,-1.7200,-0.09,0.17,0.2659
31-Jul-20,26.5,26.98,25.433001,26.285,0.0082,0.8180,8484.00,8372.00,8658.00,8348.00,0.0165,1.6500,-0.10,0.17,0.2668
3-Aug-20,25.965,27.975,25.889999,27.870001,-0.0684,-6.8353,8686.00,8466.00,8746.00,8388.00,0.0238,2.3800,-0.11,0.15,0.2557
4-Aug-20,27.74,28.514999,27.674999,28.155001,-0.0147,-1.4740,8438.00,8718.00,8732.00,8438.00,-0.0286,-2.8600,-0.10,0.15,0.2522
5-Aug-20,28.424999,28.610001,27.879999,28.174999,0.0089,0.8873,8588.00,8538.00,8614.00,8490.00,0.0178,1.7800,-0.09,0.18,0.2648
6-Aug-20,28.120001,28.280001,27.48,28.16,-0.0014,-0.1420,8578.00,8576.00,8609.00,8470.00,-0.0012,-0.1200,-0.11,0.14,0.2506
7-Aug-20,28.07,28.155001,27.485001,27.785,0.0103,1.0257,8620.00,8614.00,8672.00,8562.00,0.0049,0.4900,-0.11,0.14,0.2442
10-Aug-20,28.215,28.559999,27.934999,28.415001,-0.0070,-0.7039,8474.00,8632.00,8632.00,8474.00,-0.0169,-1.6900,-0.09,0.15,0.2397
11-Aug-20,28.73,29.629999,28.65,29.455,-0.0246,-2.4614,8546.00,8580.00,8638.00,8484.00,0.0085,0.8500,-0.10,0.12,0.2196
12-Aug-20,29.455,30.07,29.280001,29.690001,-0.0079,-0.7915,8874.00,8540.00,8886.00,8486.00,0.0384,3.8400,-0.09,0.13,0.2189
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,